source_type,frame_name,frame_path,accident_model_detected,accident_model_confidence,severity_label,severity_confidence,severity_says_accident,final_accident_detected,plate_detected,plate_confidence,plate_box_xyxy,plate_angle,plate_candidate_score,plate_size_score,straightness_score,all_region_detections,filtered_regions_inside_plate,english_text_ET,english_number_EN,english_plate,arabic_text_generated,arabic_number_generated,arabic_plate_generated,ET_ocr_conf,EN_ocr_conf,ET_ocr_mode,EN_ocr_mode,annotated_path,region_debug_path,plate_crop_path,ET_crop_path,EN_crop_path,ET_best_variant_path,EN_best_variant_path
test,test.png,/Users/hawra/Desktop/try pipline/test.png,True,0.8736,minor,0.8939,True,True,True,0.8491,"[411.8576354980469, 627.017333984375, 505.59735107421875, 680.5615234375]",8.6371,0.7148,0.319,0.7121,"ET,AN,EN,EN,AT,ET,AN,AT","ET,AN,EN,AT",HUD,7842,HUD7842,دوه,٧٨٤٢,دوه٧٨٤٢,0.6053,0.9716,original,original,/Users/hawra/Desktop/try pipline/Output/annotated_frames/test_test_annotated.jpg,/Users/hawra/Desktop/try pipline/Output/region_debug_images/test_test_regions.jpg,/Users/hawra/Desktop/try pipline/Output/plate_crops/test_test_plate.jpg,/Users/hawra/Desktop/try pipline/Output/ocr_region_crops/test_test_ET_crop.jpg,/Users/hawra/Desktop/try pipline/Output/ocr_region_crops/test_test_EN_crop.jpg,/Users/hawra/Desktop/try pipline/Output/ocr_best_variants/test_test_ET_best_original.jpg,/Users/hawra/Desktop/try pipline/Output/ocr_best_variants/test_test_EN_best_original.jpg
